image_name,caption
3514052896.jpg, Young girls perform a dance number on stage .
3514052896.jpg, Children are performing a routine on stage .
3514052896.jpg, Asian girl children in a dance performance .
3514052896.jpg, Young girls are doing a dance .
352023925.jpg, A man wearing white clothes with a blue backpack waits for the blond woman to sign a book .
352023925.jpg, A blond woman at a table is writing in a book as two men look on .
352023925.jpg, A man hovers over a woman seated at an art gallery 's front desk .
352023925.jpg, A man is getting his book signed by the author .
352023925.jpg, A man is getting a book autographed .
353180303.jpg, A showgirl 
353180303.jpg, A woman in a fancy costume is fixer her makeup in front of a mirror .
353180303.jpg, A costumes woman applies makeup while looking in a mirror .
353180303.jpg, A showgirl puts on her lipstick in the mirror .
353180303.jpg, Costumed woman applying lipstick .
3533394378.jpg, Two people are suspended in air in a metal ball as part of a carnival type ride .
3533394378.jpg, A man and woman 
3533394378.jpg, A man and a woman are strapped into a circular metal ride .
3533394378.jpg, Two people on an amusement park ride .
3533394378.jpg, Two people in a slingshot ride .
3542176488.jpg, A group of two women and two men dancing in the streets .
3542176488.jpg, Two couples are dancing in front of retail buildings .
3542176488.jpg, Two couples are dancing in an open-air retail area .
3542176488.jpg, Four individuals are dancing in an open street .
3542176488.jpg, Two couples are dancing outside .
3549583146.jpg, A young boy has his mouth open as he rides his bike outdoors past a stone wall .
3549583146.jpg, A young boy wearing a helmet and riding a bike in a park .
3549583146.jpg, The boy with the red and blue helmet rides his bicycle .
3549583146.jpg, a boy with a blue helmet is riding a bike
3549583146.jpg, A young boy is riding a bike .
3553204471.jpg, A student music ensemble rehearses a piece of music .
3553204471.jpg, People who are in a music class playing the violin .
3553204471.jpg, An orchestra practices their music together .
3553204471.jpg, An orchestra practicing their composition .
3553204471.jpg, an orchestra practicing their music
3553225222.jpg, A young child dressed in a graduation gown is throwing a graduation cap in the air .
3553225222.jpg, Young girl in red graduation suit flings her hat upward into the field .
3553225222.jpg, A child who is celebrating their graduation in a field .
3553225222.jpg, A child in a graduation gown throws the cap in the air .
3553225222.jpg, A young girl throws her graduation cap into the air .
3555086376.jpg, Two young children 
3555086376.jpg, Two young boys are playing in the water .
3555086376.jpg, Two children 
3555086376.jpg, Brothers swim together in their pool .
3555086376.jpg, Two little boys swimming in the pool .
3560771491.jpg, A dirty-blonde girl wearing a white tank top and blue jeans is standing in the middle of a green field and playing with dandelions .
3560771491.jpg, a girl in a green top is blowing the seed from a dandelion in a green field .
3560771491.jpg, A young girl is blowing dandelions in a field .
3560771491.jpg, A girl picking dandelions in a grassy meadow .
3560771491.jpg, A young girl standing in a grassy field .
3583903436.jpg, A young boy in a green swing rides through the air near a barn .
3583903436.jpg, A boys swings on a green swing outside a old wooden structure .
3583903436.jpg, A boy is playing on a green swing in front of a wooden barn .
3583903436.jpg, A young boy swings along side an old wooden building .
3583903436.jpg, The boy swings next to the barn .
3589425899.jpg, With a boardwalk railing in the background 
3589425899.jpg, An action shot is taken of a man jumping onto mattresses out on the middle of a bridge .
3589425899.jpg, A young man wearing a tan shirt jumping high in the air on mats .
3589425899.jpg, A man jumps into a bed that is set up on a public walkway .
3589425899.jpg, Man about to jump onto a bed set up on a bridge .
3597924257.jpg, A brown dog runs through a field of grass spotted with yellow flowers
3597924257.jpg, A brown and white dog runs in a field of yellow flowers .
3597924257.jpg, The tan and white dog is running in the field .
3597924257.jpg, A brown dog running at a lean across a lawn .
3597924257.jpg, The brown dog runs through the field .
3624771682.jpg, A little blond girl sitting down looking at a stack of books .
3624771682.jpg, Two little girls reading a book at the library .
3624771682.jpg, Two blond girls reading books in a bookstore .
3624771682.jpg, Two young blond girls read in the library .
3624771682.jpg, A young child is reading a book .
3625957413.jpg, A black and white dog is running along side a small brown or white dog in the grass .
3625957413.jpg, Two dogs running through a field .
3625957413.jpg, A black dog chasing a brown one .
3625957413.jpg, The dogs run in the green field .
3625957413.jpg, Two dogs run through a field .
3643684616.jpg, Women wearing a black top and glasses speaking into a blue tipped microphone with another woman beside her writing .
3643684616.jpg, a man wearing black 
3643684616.jpg, A lady speaking in a microphone and another taking notes .
3643684616.jpg, Two women are sitting at a table with a microphone .
3643684616.jpg, Lady talks on microphone while sitting down .
3644142276.jpg, Two children kick each other while being suspended from the ceiling .
3644142276.jpg, a blond girl and brunette brown hanging by gymnastic ropes
3644142276.jpg, Kids practicing karate with harnesses to aid in balance
3644142276.jpg, Two children play while being suspended in harnesses .
3644142276.jpg, People dangling from straps kicking at each other
3648160673.jpg, A golden retriever jumps off of a blue surfboard in the water .
3648160673.jpg, A golden retriever jumping from a board on an ocean beach .
3648160673.jpg, A dog swims in the ocean with a surfboard .
3648160673.jpg, A dog splashes through the water .
3648160673.jpg, A dog jumps of a surfboard
3650485497.jpg, Females are painting a large grid painting of Africa and other parts of the world .
3650485497.jpg, Four young women are painting in countries of a map that is painted on a wall .
3650485497.jpg, A group of girls painting a mural of the world on a wall .
3650485497.jpg, Young women paint a large map outdoors .
3650485497.jpg, Young girls coloring a map of Africa .
3654103642.jpg, A white dog and a brown dog run along side each other at the beach .
3654103642.jpg, Two dogs one white and one brown are running together on a beach .
3654103642.jpg, A brown dog and a white dog run along an ocean shoreline
3654103642.jpg, Two dogs are running on a beach .
3654103642.jpg, Two dogs chase along the beach .
3654402537.jpg, A young woman wearing a white dress with a blue towel in her lap is having her hair dried by another woman used a hair dryer .
3654402537.jpg, A woman in a white dress sits while another woman blow dries her hair .
3654402537.jpg, A woman in white sitting down getting her hair dried by another lady .
3654402537.jpg, Woman in white gown has hair styled by woman with hair dryer .
3654402537.jpg, hair styling of a woman in a chair done by another
3655092860.jpg, A young couple are caught in the middle of a kiss while standing at the edge of a stream with an expansive green field on the other side .
3655092860.jpg, A woman in a white gown is kissing a man in a white shirt and tie 
3655092860.jpg, Newlyweds are enjoying a kiss with a stream 
3655092860.jpg, A couple dressed in formal wear is kissing by a lake .
3655092860.jpg, They are kissing by a lake outside .
3663951804.jpg, A closeup of a man skateboarding in a skate park .
3663951804.jpg, A skateboarder executes a jump in a skate park .
3663951804.jpg, A person skateboarding at a skate park .
3663951804.jpg, a child doing a jump on a skateboard
3663951804.jpg, A skateboarder doing a jump .
3671694723.jpg, Three girls in gold ' Native American ' costumes dance on a football field while several young men in dark blue uniforms play drums behind them .
3671694723.jpg, School band members enact a scene on the football field while drummers dressed a Civil War soldiers play in the background .
3671694723.jpg, Members of a marching band and dancers in yellow-fringed outfits perform on a sports field .
3671694723.jpg, Three girls in a marching band are wearing gold outfits and men are drumming behind them .
